model,brand,reference,price_dt,old_price_dt,ram_gb,storage_gb,battery_mah,screen_inches,camera_rear_mp,camera_front_mp,network,os,processor_type,color,warranty,in_stock,description,url
Smartphone SAMSUNG Galaxy A36 5G 16Go 256Go - Blanc,Samsung,SM-A36-5G-8/256-WHITE,1 599.000,1 549.000,16,256.0,5000.0,6.7,,,5G,,Octa Core,Blanc,,Oui,"Smartphone SAMSUNG Galaxy A36 5G 16Go 256Go - Blanc [SM-A36-5G-8/256-WHITE] Écran Super AMOLED 6.7""(1080x2340px FHD+) - Taux de rafraîchissement: 120Hz - Processeur : Octa-Core - Système d’exploitation : Android  - Mémoire : 16Go (extension RAM 8+8 Go) - Stockage : 256Go - Appareil photo arrière... 1 549,000 DT 1 599,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-a36-5g-8go-256go-blanc.html
Smartphone SAMSUNG Galaxy A56 5G 16Go 128Go - Graphite,Samsung,SM-A56-5G-8/128-GRAPHITE,1 699.000,,16,128.0,5000.0,6.7,,,5G,,Octa Core,Graphite,,Oui,"Smartphone SAMSUNG Galaxy A56 5G 16Go 128Go - Graphite [SM-A56-5G-8/128-GRAPHITE] Écran Super AMOLED 6.7""(1080x2340px FHD+) - Taux de rafraîchissement: 120Hz - luminosité : 1 200 nits - Processeur : Octa-Core - Système d’exploitation : Android  - Mémoire : 16Go (extension RAM 8+8 Go) - Stockage : 128G... 1 699,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-a56-5g-8go-128go-graphite.html
Smartphone SAMSUNG Galaxy A56 5G 16Go 128Go - Gris,Samsung,SM-A56-5G-8/128-GRAY,1 699.000,,16,128.0,5000.0,6.7,,,5G,,Octa Core,Gris,,Oui,"Smartphone SAMSUNG Galaxy A56 5G 16Go 128Go - Gris [SM-A56-5G-8/128-GRAY] Écran Super AMOLED 6.7""(1080x2340px FHD+) - Taux de rafraîchissement: 120Hz - luminosité : 1 200 nits - Processeur : Octa-Core - Système d’exploitation : Android  - Mémoire : 16Go (extension RAM 8+8 Go) - Stockage : 128G... 1 699,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-a56-5g-8go-128go-gris.html
Smartphone Xiaomi Redmi Note 14 Pro Plus 5G 8Go 256Go - Midnight Black,Xiaomi,REDMI-N14PRO/PLUS-8/256-MB,1 749.000,,8,256.0,5000.0,6.67,200.0,,5G,,Snapdragon,Midnight Black,,Oui,"Smartphone Xiaomi Redmi Note 14 Pro Plus 5G 8Go 256Go - Midnight Black [REDMI-N14PRO/PLUS-8/256-MB] écran  6,67 "" CrystalRes AMOLED -  Résolution: 1,5 K (2 712 × 1 220) - Taux de rafraîchissement: Jusqu'à 120 Hz - Processeur: Snapdragon® 7s Gen 3, Gravure 4 nm - RAM: 8Go - Mémoire: 256Go - Caméra arrière: 200 MP + 8 MP... 1 749,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-pro-plus-5g-8go-256go-noir-de-minuit.html
Smartphone Xiaomi Redmi Note 14 Pro Plus 5G 8Go 256Go - Lavender Purple,Xiaomi,REDMI-N14PRO/PLUS-8/256-LPURPLE,1 749.000,,8,256.0,5000.0,6.67,200.0,,5G,,Snapdragon,Lavender Purple,,Oui,"Smartphone Xiaomi Redmi Note 14 Pro Plus 5G 8Go 256Go - Lavender Purple [REDMI-N14PRO/PLUS-8/256-LPURPLE] écran  6,67 "" CrystalRes AMOLED - Résolution: 1,5 K (2 712 × 1 220) - Taux de rafraîchissement: Jusqu'à 120 Hz - Processeur: Snapdragon® 7s Gen 3, Gravure 4 nm - RAM: 8Go - Mémoire: 256Go - Caméra arrière: 200 MP + 8 MP ... 1 749,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-pro-plus-5g-8go-256go-lavande-violet.html
Smartphone Xiaomi Redmi Note 14 Pro Plus 5G 8Go 256Go - Frost Blue,Xiaomi,REDMI-N14PRO/PLUS-8/256-FBL,1 749.000,,8,256.0,5000.0,6.67,200.0,,5G,,Snapdragon,Frost Blue,,Oui,"Smartphone Xiaomi Redmi Note 14 Pro Plus 5G 8Go 256Go - Frost Blue [REDMI-N14PRO/PLUS-8/256-FBL] écran  6,67 ""CrystalRes AMOLED - Résolution: 1,5 K (2 712 × 1 220) - Taux de rafraîchissement: Jusqu'à 120 Hz - Processeur: Snapdragon® 7s Gen 3, Gravure 4 nm - RAM: 8Go - Mémoire: 256Go - Caméra arrière: 200 MP + 8 MP +... 1 749,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-pro-plus-5g-8go-256go-bleu-givre.html
Smartphone VIVO V40 5G 12Go 256Go - Violet,Vivo,VIVO-V40-12/256-PURPLE,1 799.000,1 769.000,12,256.0,5500.0,6.78,,,5G,,Snapdragon,Violet,,Oui,"Smartphone VIVO V40 5G 12Go 256Go - Violet [VIVO-V40-12/256-PURPLE] Écran ultra net 1,5 K (avec la technologie Sunlight) 6.78"" AMOLED (1260 x 2800pixels),120 Hz, HDR10+, 4500 nits - Protection glass Scott Xensation - Triple certification SGS - Processeur: Qualcomm Snapdragon 7 3e Gen (4 ... 1 769,000 DT 1 799,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-vivo-v40-5g-12go-256go-violet.html
Smartphone SAMSUNG Galaxy A56 5G 16Go 256Go - Graphite,Samsung,SM-A56-5G-8/256-GRAPHITE,1 999.000,1 899.000,16,256.0,5000.0,6.7,,,5G,,Octa Core,Graphite,,Oui,"Smartphone SAMSUNG Galaxy A56 5G 16Go 256Go - Graphite [SM-A56-5G-8/256-GRAPHITE] Écran Super AMOLED 6.7""(1080x2340px FHD+) - Taux de rafraîchissement: 120Hz - luminosité : 1 200 nits - Processeur : Octa-Core - Système d’exploitation : Android  - Mémoire : 16Go (extension RAM 8+8 Go) - Stockage : 256G... 1 899,000 DT 1 999,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-a56-5g-8go-256go-graphite.html
Smartphone SAMSUNG Galaxy A56 5G 16Go 256Go - Gris,Samsung,SM-A56-5G-8/256-LGRAY,1 999.000,1 899.000,16,256.0,5000.0,6.7,,,5G,,Octa Core,Gris,,Oui,"Smartphone SAMSUNG Galaxy A56 5G 16Go 256Go - Gris [SM-A56-5G-8/256-LGRAY] Écran Super AMOLED 6.7""(1080x2340px FHD+) - Taux de rafraîchissement: 120Hz - luminosité: 1 200 nits - Processeur: Octa-Core - Système d'exploitation: Android  - Mémoire: 16Go (extension RAM 8+8 Go) - Stockage: 256Go - A... 1 899,000 DT 1 999,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-a56-5g-16go-256go-gris.html
Smartphone Xiaomi Redmi Note 14 Pro Plus 5G 12Go 512Go - Frost Blue,Xiaomi,REDMI-N14PRO/PLUS-12/512-FBL,1 999.000,,12,512.0,5000.0,6.67,200.0,,5G,,Snapdragon,Frost Blue,,Oui,"Smartphone Xiaomi Redmi Note 14 Pro Plus 5G 12Go 512Go - Frost Blue [REDMI-N14PRO/PLUS-12/512-FBL] écran  6,67 "" CrystalRes AMOLED -  Résolution: 1,5 K (2 712 × 1 220) - Taux de rafraîchissement: Jusqu'à 120 Hz - Processeur: Snapdragon® 7s Gen 3, Gravure 4 nm - RAM: 12Go - Mémoire: 512Go - Caméra arrière: 200 MP + 8 M... 1 999,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-pro-plus-5g-12go-512go-bleu-givre.html
Smartphone Xiaomi Redmi Note 14 Pro Plus 5G 12Go 512Go -  Lavender Purple,Xiaomi,REDMI-N14PRO/PLUS-12/512-LPURPLE,1 999.000,,12,512.0,5000.0,6.67,200.0,,5G,,Snapdragon,Lavender Purple,,Oui,"Smartphone Xiaomi Redmi Note 14 Pro Plus 5G 12Go 512Go -  Lavender Purple [REDMI-N14PRO/PLUS-12/512-LPURPLE] écran 6,67 "" CrystalRes AMOLED - Résolution: 1,5 K (2 712 × 1 220) - Taux de rafraîchissement: Jusqu'à 120 Hz - Processeur: Snapdragon® 7s Gen 3, Gravure 4 nm - RAM: 12Go - Mémoire: 512Go - Caméra arrière: 200 MP + 8 MP ... 1 999,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-pro-plus-5g-12go-512go-lavande-violet.html
Smartphone OPPO Reno14 F 5G 12Go 512Go OPAL BLUE,OPPO,OPPO-RENO14F-12/512-OBLUE,1 999.000,,12,512.0,5000.0,6.57,,,5G,Android 15,Octa Core,,,Oui,"Smartphone OPPO Reno14 F 5G 12Go 512Go OPAL BLUE [OPPO-RENO14F-12/512-OBLUE] Écran 6.57"" Amoled 1080 x 2372 pixels (densité ~ 397 ppp) - Processeur: Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm) Octa-core - Système d'exploitation: Android 15, ColorOS 15 - Mémoire RAM :12 Go - Stockage: 512Go - Caméra... 1 999,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-oppo-reno14-f-5g-12go-256go-opal-blue.html
Smartphone Xiaomi Redmi Note 14 Pro Plus 5G 12Go 512Go - Midnight Black,Xiaomi,REDMI-N14PRO/PLUS-12/512-MB,1 999.000,,12,512.0,5000.0,6.67,200.0,,5G,,Snapdragon,Midnight Black,,Oui,"Smartphone Xiaomi Redmi Note 14 Pro Plus 5G 12Go 512Go - Midnight Black [REDMI-N14PRO/PLUS-12/512-MB] écran 6,67 "" CrystalRes AMOLED -  Résolution: 1,5 K (2 712 × 1 220) - Taux de rafraîchissement : Jusqu'à 120 Hz - Processeur : Snapdragon® 7s Gen 3, Gravure 4 nm - RAM : 12Go - Mémoire : 512Go - Caméra arrière : 200 MP +... 1 999,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-pro-plus-5g-12go-512go-midnight-black.html
Smartphone XIAOMI 14T 5G 6Go+6Go 512Go - Vert Citron,Xiaomi,XIAOMI-14T-12/512-LGREEN,2 199.000,2 099.000,6,512.0,5000.0,6.67,,,5G,,Octa Core,Vert Citron,,Oui,"Smartphone XIAOMI 14T 5G 6Go+6Go 512Go - Vert Citron [XIAOMI-14T-12/512-LGREEN] Écran 6.67"" AMOLED (2712 x 1220px, 446 ppi), Affichage IA 144Hz - 4000 nits - Processeur: MediaTek Dimensity 8300-Ultra (4nm) Octa-core Mali G615-MC6 - Moteur d'image IA, HDR10+, Dolby Vision - Corning Gorilla Glass 5  -... 2 099,000 DT 2 199,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-14t-5g-12go-512go-vert-citron.html
Smartphone OPPO Reno 15F 5G 24Go 512Go - Bleu Crépuscule,OPPO,OPPO-RENO15F-12/512-TBLUE,2 099.000,,12,512.0,5000.0,6.57,,,5G,,Snapdragon,Bleu Crépuscule,,Oui,"Smartphone OPPO Reno 15F 5G 24Go 512Go - Bleu Crépuscule [OPPO-RENO15F-12/512-TBLUE] Écran 6.57"" AMOLED 2400 × 1080 px - Taux de rafraîchissement : 120 Hz - Processeur : Qualcomm Snapdragon 6 Gen 1 (4 nm) - Mémoire RAM : 12 Go Extensible jusqu'à 24 Go - Stockage : 512 Go - Caméra arrière : Grand-angle : ... 2 099,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-oppo-reno-15f-5g-24go-512go-bleu-crepuscule.html
Smartphone OPPO Reno 15F 5G 24Go 512Go - Bleu Aurore,OPPO,OPPO-RENO15F-12/512-ABLUE,2 099.000,,12,512.0,5000.0,6.57,,,5G,,Snapdragon,Bleu Aurore,,Oui,"Smartphone OPPO Reno 15F 5G 24Go 512Go - Bleu Aurore [OPPO-RENO15F-12/512-ABLUE] Écran 6.57"" AMOLED  2400 × 1080 px - Taux de rafraîchissement : 120 Hz  - Processeur : Qualcomm Snapdragon 6 Gen 1 (4 nm)  - Mémoire RAM : 12 Go Extensible jusqu'à 24 Go - Stockage : 512 Go - Caméra arrière : Grand-angle... 2 099,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-oppo-reno-15f-5g-24go-512go-bleu-aurore.html
Smartphone HONOR 400 PRO 5G 12 Go 512 Go - Gris,Honor,BU-HONOR-400PRO-GR,2 199.000,,12,512.0,5000.0,6.7,,,5G,Android 15,Octa Core,Gris,,En arrivage,"Smartphone HONOR 400 PRO 5G 12 Go 512 Go - Gris [BU-HONOR-400PRO-GR] Écran 6,7"" AMOLED (2800 × 1280 pixels) 120 Hz - Processeur: Snapdragon 8 Gen 3 Octa-core - GPU: Adreno 750 - Système d’exploitation: MagicOS 9.0 (basé sur Android 15) - Mémoire RAM: 12 Go - Capacité de stockage: 512 Go -... 2 199,000 DT Disponibilité En arrivage",https://www.mytek.tn/smartphone-honor-400-pro-5g-12-go-512-go-gris.html
Smartphone SAMSUNG GALAXY S25 FE 8Go 256Go - Noir,Samsung,SM-S731-BLACK,2 399.000,,8,256.0,4000.0,6.7,50.0,12.0,,Android 16,Exynos,Noir,,Oui,"Smartphone SAMSUNG GALAXY S25 FE 8Go 256Go - Noir [SM-S731-BLACK] Ecran 6.7"" 1080 x 2340 LTPO AMOLED, 120Hz - Processeur: Exynos 2400 (4 nm) 10 cœurs - Système d’exploitation: Android 16 - Mémoire: 8Go - Stockage: 256Go - Appareil photo arrière: 50.0 MP + 12.0 MP + 8 MP - Avant: 12.0 M... 2 399,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-s25-fe-8go-256go-noir.html
Smartphone SAMSUNG GALAXY S25 FE 8Go 256Go - Ice Bleu,Samsung,SM-S731-IBLUE,2 399.000,,8,256.0,4000.0,6.7,50.0,12.0,,Android 16,Exynos,Ice Bleu,,Oui,"Smartphone SAMSUNG GALAXY S25 FE 8Go 256Go - Ice Bleu [SM-S731-IBLUE] Ecran 6.7"" 1080 x 2340 LTPO AMOLED, 120Hz - Processeur: Exynos 2400 (4 nm) 10 cœurs - Système d’exploitation: Android 16 - Mémoire: 8Go - Stockage: 256Go - Appareil photo arrière: 50.0 MP + 12.0 MP + 8 MP - Avant: 12.0 M... 2 399,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-s25-fe-8go-256go-bleu-clair.html
Smartphone SAMSUNG GALAXY S25 FE 8Go 256Go - Bleu Marine,Samsung,SM-S731-NBLUE,2 399.000,,8,256.0,4000.0,6.7,50.0,12.0,,Android 16,Exynos,Bleu Marine,,Oui,"Smartphone SAMSUNG GALAXY S25 FE 8Go 256Go - Bleu Marine [SM-S731-NBLUE] Ecran 6.7"" 1080 x 2340 LTPO AMOLED, 120Hz - Processeur: Exynos 2400 (4 nm) 10 cœurs - Système d’exploitation: Android 16 - Mémoire: 8Go - Stockage: 256Go - Appareil photo arrière: 50.0 MP + 12.0 MP + 8 MP - Avant: 12.0 M... 2 399,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-s25-fe-8go-256go-bleu-marine.html
Smartphone SAMSUNG GALAXY S25 FE 8Go 256Go - Blanc,Samsung,SM-S731-WHITE,2 399.000,,8,256.0,4000.0,6.7,50.0,12.0,,Android 16,Exynos,Blanc,,Oui,"Smartphone SAMSUNG GALAXY S25 FE 8Go 256Go - Blanc [SM-S731-WHITE] Ecran 6.7"" 1080 x 2340 LTPO AMOLED, 120Hz - Processeur: Exynos 2400 (4 nm) 10 cœurs - Système d’exploitation: Android 16 - Mémoire: 8Go - Stockage: 256Go - Appareil photo arrière: 50.0 MP + 12.0 MP + 8 MP - Avant: 12.0 M... 2 399,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-s25-fe-8go-256go-blanc.html
Smartphone OPPO Reno 15 5G 24Go 512Go - Bleu Crépuscule,OPPO,OPPO-RENO15-12/512-TBLUE,2 399.000,,12,512.0,5000.0,6.59,,,5G,,Snapdragon,Bleu Crépuscule,,Oui,"Smartphone OPPO Reno 15 5G 24Go 512Go - Bleu Crépuscule [OPPO-RENO15-12/512-TBLUE] Écran AMOLED 6.59"" FHD+ - Résolution : 2760 × 1256 Pixels - Taux de rafraîchissement 120 Hz - Protection d'écran : Corning Gorilla Glass 7i - Processeur : Qualcomm Snapdragon 7 Gen 4 (4 nm) - RAM : 12 Go Extensible jusqu... 2 399,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-oppo-reno-15-5g-24go-512go-bleu-crepuscule.html
Smartphone OPPO Reno 15 5G 24Go 512Go - Blanc Aurore,OPPO,OPPO-RENO15-12/512-AWHITE,2 399.000,,12,512.0,5000.0,6.59,,,5G,,Snapdragon,Blanc Aurore,,Oui,"Smartphone OPPO Reno 15 5G 24Go 512Go - Blanc Aurore [OPPO-RENO15-12/512-AWHITE] Écran AMOLED 6.59"" FHD+ - Résolution : 2760 × 1256 Pixels - Taux de rafraîchissement 120 Hz - Protection d'écran : Corning Gorilla Glass 7i - Processeur : Qualcomm Snapdragon 7 Gen 4 (4 nm) - RAM : 12 Go Extensible jusqu... 2 399,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-oppo-reno-15-5g-24go-512go-blanc-aurore.html
Smartphone SAMSUNG GALAXY S25 5G 12Go 256Go - Navy  Bleu,Samsung,SM-S931-NBLUE,3 849.000,3 549.000,12,256.0,4000.0,6.2,50.0,,5G,Android 15,Octa Core,Navy  Bleu,,Oui,"Smartphone SAMSUNG GALAXY S25 5G 12Go 256Go - Navy  Bleu [SM-S931-NBLUE] Ecran : 6.2"" AMOLED dynamique 2X, 2340 x 1080 (FHD+) 120Hz - Processeur : Octa-Core 4.47GHz, 3.5GHz - Système d’exploitation : Android 15 - Mémoire : 12Go - Stockage : 256Go - Appareil photo arrière : 50.0 MP + 10.0 MP +... 3 549,000 DT 3 849,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-s25-12go-256go-navy-bleu.html
Smartphone SAMSUNG GALAXY S25 Ultra 5G 12Go 256Go - Bleu Silver Titanium,Samsung,SM-S938-TBLUE,5 999.000,4 999.000,12,256.0,4000.0,6.9,,,5G,Android 15,Octa Core,Bleu Silver Titanium,,Oui,"Smartphone SAMSUNG GALAXY S25 Ultra 5G 12Go 256Go - Bleu Silver Titanium [SM-S938-TBLUE] Ecran 6.9"" AMOLED dynamique 2X Quad HD+ (3120 x 1440) - Taux de rafraîchissement : 120Hz - Processeur : Qualcomm Snapdragon 8 Gen 4 - (8 Elite) Octa-Core - Système d’exploitation : Android 15 - Mémoire : 12Go - Stockage ... 4 999,000 DT 5 999,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-s25-ultra-12go-256go-bleu.html
Smartphone SAMSUNG GALAXY S25 Ultra 5G 12Go 256Go - GREY TITANIUM,Samsung,SM-S938-TGREY,5 999.000,4 999.000,12,256.0,4000.0,6.9,,,5G,Android 15,Snapdragon,GREY TITANIUM,,Oui,"Smartphone SAMSUNG GALAXY S25 Ultra 5G 12Go 256Go - GREY TITANIUM [SM-S938-TGREY] Smartphone SAMSUNG GALAXY S25 Ultra - Ecran 6.9"" AMOLED dynamique 2X Quad HD+ (3120 x 1440) - Taux de rafraîchissement : 120Hz - Processeur : Qualcomm Snapdragon 8 Gen 4 - Système d’exploitation : Android 15 - Mémoire : ... 4 999,000 DT 5 999,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-s25-ultra-12go-256go-silver.html
Smartphone SAMSUNG GALAXY S25 Ultra 5G 12Go 256Go - Noir Titanium,Samsung,SM-S938-TBLACK,5 999.000,4 999.000,12,256.0,4000.0,6.9,,,5G,Android 15,Snapdragon,Noir Titanium,,Oui,"Smartphone SAMSUNG GALAXY S25 Ultra 5G 12Go 256Go - Noir Titanium [SM-S938-TBLACK] Smartphone SAMSUNG GALAXY S25 - Ecran  6.9"" AMOLED dynamique 2X Quad HD+ (3120 x 1440) - Taux de rafraîchissement : 120Hz - Processeur : Qualcomm Snapdragon 8 Gen 4 - Système d’exploitation : Android 15 - Mémoire : 12Go ... 4 999,000 DT 5 999,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-s25-ultra-5g-12go-256go-noir-titanium.html
