model,brand,sku,price_dt,old_price_dt,ram_gb,storage_gb,battery_mah,screen_inches,camera_rear_mp,camera_front_mp,network,os,processor_type,color,warranty,in_stock,description,url
Smartphone HONOR X7C 5G 8Go 256Go – Noir,Honor,150232,799.000,799.000,8,256,5200,6.8,50,5,5G,Android 14,Snapdragon,Noir,1 an,Oui,"Smartphone HONOR X7C 5G – Écran : 6.8″ TFT LCD (2412 x 1080 px) – Processeur: Snapdragon 4 (Gen 2) – Système d’exploitation: Android 14, magicOS 8.0 – Mémoire RAM: 8Go extensible jusqu’à 16 Go – Stockage: 256Go – Appareil photo Arrière: 50MP (f/1.8) || Caméra de profondeur 2MP (f/2.4) – Appareil photo Frontale: 5MP (ouverture f/2.2) – Connectivité: Wifi 5G et Bluetooth 5.0 – Double SIM – Résistance à l’eau et à la poussière: IP64 – Capacité de la batterie: 5200 mAh – HONOR SuperCharge 35W – Empreinte digitale – Couleur: Noir – Garantie: 1 an",https://bestbuytunisie.tn/smartphone-honor-x7c-8go-256go-noir-tunisie/
Smartphone Xiaomi Redmi 13C 8Go 256Go 5G – Sliver,Xiaomi,150333,779.000,,8,256,5000,6.74,,5,5G,Android 13,MediaTek,Sliver,1 an,Oui,"– Écran: 6,74″ Dot Drop IPS (1600×720 pixels) 90Hz – Processeur: Mediatek MT6769Z Hélio G85 (12nm) Octa-core – Système d’exploitation: Android 13, MIUI 14 – Mémoire RAM: 8Go – Stockage: 256Go – Appareil Photo Arrière: Dual 50MP – Appareil Photo Frontale: 5MP – Wifi, 5G et Bluetooth 5.3 – Batterie: 5000 mAh – Charge rapide 18W – Capteur d’empreintes digitales latéral, Déverrouillage du visage par l’IA – Couleur: Blanc – Garantie: 1 an",https://bestbuytunisie.tn/smartphone-xiaomi-redmi-13c-8go-256go-5g-sliver-tunisie/
Smartphone Xiaomi Redmi 13C 8Go 256Go 5G – Noir,Xiaomi,150337,779.000,,8,256,5000,6.74,,5,5G,Android 13,MediaTek,Noir,1 an,Oui,"– Écran: 6,74″ Dot Drop IPS (1600×720 pixels) 90Hz – Processeur: Mediatek MT6769Z Hélio G85 (12nm) Octa-core – Système d’exploitation: Android 13, MIUI 14 – Mémoire RAM: 8Go – Stockage: 256Go – Appareil Photo Arrière: Dual 50MP – Appareil Photo Frontale: 5MP – Wifi, 5G et Bluetooth 5.3 – Batterie: 5000 mAh – Charge rapide 18W – Capteur d’empreintes digitales latéral, Déverrouillage du visage par l’IA – Couleur: Noir – Garantie: 1 an",https://bestbuytunisie.tn/smartphone-xiaomi-redmi-13c-8go-256go-5g-noir-tunisie/
Smartphone Xiaomi Redmi Note 14 8Go – 128Go – Noir,Xiaomi,144830,789.000,,8,128,5500,,108,20,4G,,Mediatek,Noir,1 an,Oui,"– Ecran: 6,67  » AMOLED – Résolution : (2400 x 1080) – Taux de rafraîchissement : Jusqu’à 120 Hz – Processeur : Hélio G99-Ultra, Procédé de fabrication 6 nm – RAM : 8Go – Mémoire : 128Go – Appareil Photo arrière : 108MP+2MP+2MP – Appareil Photo Frontale : 20 MP – Batterie : 5500 mAh (typique) – HyperCharge : 120 W – Connectivité : 4G – Résistance à l’eau et à la poussière : IP54 – Système d’exploitation : Xiaomi HyperOS – Couleur: Midnight Black – Garantie: 1 an",https://bestbuytunisie.tn/smartphone-xiaomi-redmi-note-14-8go-128go-noir-tunisie/
Smartphone Xiaomi Redmi Note 14 8Go – 128Go – Vert,Xiaomi,144832,789.000,,8,128,5500,,108,20,4G,,Mediatek,Vert,1 an,Oui,"– Ecran: 6,67  » AMOLED – Résolution : (2400 x 1080) – Taux de rafraîchissement : Jusqu’à 120 Hz – Processeur : Hélio G99-Ultra, Procédé de fabrication 6 nm – RAM : 8Go – Mémoire : 128Go – Appareil Photo arrière : 108MP+2MP+2MP – Appareil Photo Frontale : 20 MP – Batterie : 5500 mAh (typique) – HyperCharge : 120 W – Connectivité : 4G – Résistance à l’eau et à la poussière : IP54 – Système d’exploitation : Xiaomi HyperOS – Couleur: vert – Garantie: 1 an",https://bestbuytunisie.tn/smartphone-xiaomi-redmi-note-14-8go-128go-vert-tunisie/
Smartphone Samsung Galaxy A16 6Go 128Go 5G- Vert,Samsung,,789.000,,6,128,,,,,5G,,,Vert,,Oui,,https://bestbuytunisie.tn/smartphone-samsung-galaxy-a16-6go-128go-5g-vert-tunisie/
Smartphone Samsung Galaxy A16 6Go 128Go 5G- Gris,Samsung,,789.000,,6,128,,,,,5G,,,Gris,,Oui,,https://bestbuytunisie.tn/smartphone-samsung-galaxy-a16-6go-128go-5g-gris-tunisie/
Smartphone Samsung Galaxy A16 6Go 128Go 5G – Noir,Samsung,,789.000,,6,128,,,,,5G,,,Noir,,Oui,,https://bestbuytunisie.tn/smartphone-samsung-galaxy-a16-6go-128go-5g-noir-tunisie/
Smartphone Realme 10 8 Go 128 Go – Noir,Realme,72288,799.000,,8,128,5000,6.4,50.0,16.0,4G,Android 12,MediaTek,Noir,1 an,Oui,"– Écran: 6.4″ Super AMOLED (1080x 2400Pixels) – Processeur: Mediatek MT8781 Hélio G99 (6nm) Octa-core (Cortex-A76 2×2,2 GHz et Cortex-A55 6×2,0 GHz) – Système d’exploitation: Android 12, UI Realme 3.0 – Mémoire RAM: 8Go – Stockage: 128Go – Appareil Photo Arrière: Dual 50.0 MP + 2MP – Appareil Photo Frontale: 16.0MP – Connectivité: Wifi 4G et Bluetooth 5.3 – Batterie: 5000 mAh – Charge SUPERVOOC 33W – Empreinte digitale – Double SIM – Couleur: Noir – Garantie: 1 an",https://bestbuytunisie.tn/smartphone-realme-10-8-go-128-go-noir-tunisie/
Smartphone Realme 10 8 Go 128 Go – Blanc,Realme,72317,799.000,,8,128,5000,6.4,50.0,16.0,4G,Android 12,MediaTek,Blanc,1 an,Oui,"– Écran: 6.4″ Super AMOLED (1080x 2400Pixels) – Processeur: Mediatek MT8781 Hélio G99 (6nm) Octa-core (Cortex-A76 2×2,2 GHz et Cortex-A55 6×2,0 GHz) – Système d’exploitation: Android 12, UI Realme 3.0 – Mémoire RAM: 8Go – Stockage: 128Go – Appareil Photo Arrière: Dual 50.0 MP + 2MP – Appareil Photo Frontale: 16.0MP – Connectivité: Wifi 4G et Bluetooth 5.3 – Batterie: 5000 mAh – Charge SUPERVOOC 33W – Empreinte digitale – Double SIM – Couleur: Blanc – Garantie: 1 an",https://bestbuytunisie.tn/smartphone-realme-10-8-go-128-go-blanc-tunisie/
Smartphone INFINIX Hot 60 Pro Plus 4G 8Go 256Go – Sleek Black,Infinix,162793,799.000,,8,256,5160,6.78,50,13,4G,Android 15,MediaTek,Sleek Black,1an,Oui,"– Écran: 6.78″ AMOLED (1224 x 2720 pixels), 144Hz – Processeur: Mediatek Helio G200 (6 nm) Octa-core – Système d’exploitation: Android 15, jusqu’à 3 mises à jour Android majeures, XOS 15.1 – RAM: 8Go (extensible jusqu’à 16 Go) – Stockage: 256Go – Appareil Photo Arrière: 50MP – Appareil Photo Frontale: 13MP – Connectivité: Wifi 4G et Bluetooth – Batterie: 5160mAh – Capteur: Empreinte digitale (sous l’écran, optique), accéléromètre, gyroscope, proximité, boussole – IP65 – haut-parleurs stéréo – Double SIM – Couleur: Seelk Black – Garantie: 1an",https://bestbuytunisie.tn/smartphone-infinix-hot-60-pro-plus-4g-8go-256go-sleek-black-tunisie/
Smartphone INFINIX Hot 60 Pro Plus 4G 8Go 256Go – Titanium Silver,Infinix,162799,799.000,,8,256,5160,6.78,50,13,4G,Android 15,MediaTek,Titanium Silver,1an,Oui,"– Écran: 6.78″ AMOLED (1224 x 2720 pixels), 144Hz – Processeur: Mediatek Helio G200 (6 nm) Octa-core – Système d’exploitation: Android 15, jusqu’à 3 mises à jour Android majeures, XOS 15.1 – RAM: 8Go (extensible jusqu’à 16 Go) – Stockage: 256Go – Appareil Photo Arrière: 50MP – Appareil Photo Frontale: 13MP – Connectivité: Wifi 4G et Bluetooth – Batterie: 5160mAh – Capteur: Empreinte digitale (sous l’écran, optique), accéléromètre, gyroscope, proximité, boussole – IP65 – haut-parleurs stéréo – Double SIM – Couleur: Titanium Silver – Garantie: 1an",https://bestbuytunisie.tn/smartphone-infinix-hot-60-pro-plus-4g-8go-256go-titanium-silver-tunisie/
Smartphone INFINIX Hot 60 Pro Plus 4G 8Go 256Go – Misty Violet,Infinix,162807,799.000,,8,256,5160,6.78,50,13,4G,Android 15,MediaTek,Misty Violet,1an,Oui,"– Écran: 6.78″ AMOLED (1224 x 2720 pixels), 144Hz – Processeur: Mediatek Helio G200 (6 nm) Octa-core – Système d’exploitation: Android 15, jusqu’à 3 mises à jour Android majeures, XOS 15.1 – RAM: 8Go (extensible jusqu’à 16 Go) – Stockage: 256Go – Appareil Photo Arrière: 50MP – Appareil Photo Frontale: 13MP – Connectivité: Wifi 4G et Bluetooth – Batterie: 5160mAh – Capteur: Empreinte digitale (sous l’écran, optique), accéléromètre, gyroscope, proximité, boussole – IP65 – haut-parleurs stéréo – Double SIM – Couleur: Misty Violet – Garantie: 1an",https://bestbuytunisie.tn/smartphone-infinix-hot-60-pro-plus-4g-8go-256go-misty-violet-tunisie/
Smartphone INFINIX Hot 60 Pro Plus 4G 8Go 256Go – Coral Tides,Infinix,162813,799.000,,8,256,5160,6.78,50,13,4G,Android 15,MediaTek,Coral Tides,1an,Oui,"– Écran: 6.78″ AMOLED (1224 x 2720 pixels), 144Hz – Processeur: Mediatek Helio G200 (6 nm) Octa-core – Système d’exploitation: Android 15, jusqu’à 3 mises à jour Android majeures, XOS 15.1 – RAM: 8Go (extensible jusqu’à 16 Go) – Stockage: 256Go – Appareil Photo Arrière: 50MP – Appareil Photo Frontale: 13MP – Connectivité: Wifi 4G et Bluetooth – Batterie: 5160mAh – Capteur: Empreinte digitale (sous l’écran, optique), accéléromètre, gyroscope, proximité, boussole – IP65 – haut-parleurs stéréo – Double SIM – Couleur: Coral Tides – Garantie: 1an",https://bestbuytunisie.tn/smartphone-infinix-hot-60-pro-plus-4g-8go-256go-coral-tides-tunisie/
Smartphone INFINIX Hot 60 Pro Plus 4G 8Go 256Go – Sonic Yellow,Infinix,162821,799.000,,8,256,5160,6.78,50,13,4G,Android 15,MediaTek,Sonic Yellow,1an,Oui,"– Écran: 6.78″ AMOLED (1224 x 2720 pixels), 144Hz – Processeur: Mediatek Helio G200 (6 nm) Octa-core – Système d’exploitation: Android 15, jusqu’à 3 mises à jour Android majeures, XOS 15.1 – RAM: 8Go (extensible jusqu’à 16 Go) – Stockage: 256Go – Appareil Photo Arrière: 50MP – Appareil Photo Frontale: 13MP – Connectivité: Wifi 4G et Bluetooth – Batterie: 5160mAh – Capteur: Empreinte digitale (sous l’écran, optique), accéléromètre, gyroscope, proximité, boussole – IP65 – haut-parleurs stéréo – Double SIM – Couleur: Sonic Yellow – Garantie: 1an",https://bestbuytunisie.tn/smartphone-infinix-hot-60-pro-plus-4g-8go-256go-sonic-yellow-tunisie/
Smartphone SAMSUNG GALAXY A17 5G 6Go 128Go – Gris,Samsung,166040,799.000,,6,128,5000,6.7,50.0,13.0,5G,Android 15,Exynos,Gris,1 an,Oui,"– Ecran : 6.7″ (1080 x 2340 pixels) Super AMOLED, 90Hz – Processeur: Exynos 1330 (5 nm) Octa-Core – Système d’exploitation: Android 15 – Mémoire: 6Go – Stockage: 128Go – Appareil photo Arrière: 50.0 MP + 5.0 MP + 2.0 MP – Appareil Photo Frontale : 13.0 MP – Capacité de Batterie: 5000 mAh – Connectivité: Wifi et Bluetooth 5.3, 5G – Double Sim – Résistant à la poussière et à l’eau IP54 – Couleur: Gris – Garantie: 1 an",https://bestbuytunisie.tn/smartphone-samsung-galaxy-a17-5g-6go-128go-gris-tunisie/
